timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,1.27,1.272414,1.268044,1.271143,1200.0
2024-01-01T00:15:00+00:00,1.271143,1.27398,1.269199,1.272541,1328.13
2024-01-01T00:30:00+00:00,1.272541,1.275754,1.270636,1.274148,1453.66
2024-01-01T00:45:00+00:00,1.274148,1.277689,1.272306,1.275918,1574.01
2024-01-01T01:00:00+00:00,1.275918,1.27974,1.274162,1.277808,1686.75
2024-01-01T01:15:00+00:00,1.277808,1.281864,1.276157,1.279775,1789.57
2024-01-01T01:30:00+00:00,1.279775,1.284026,1.278245,1.281786,1880.38
2024-01-01T01:45:00+00:00,1.281786,1.286193,1.280387,1.283811,1957.32
2024-01-01T02:00:00+00:00,1.283811,1.288342,1.282506,1.285825,2018.84
2024-01-01T02:15:00+00:00,1.285825,1.290456,1.284382,1.287815,2063.67
2024-01-01T02:30:00+00:00,1.287815,1.292526,1.286238,1.289771,2090.91
2024-01-01T02:45:00+00:00,1.289771,1.294549,1.288071,1.291693,2100.0
2024-01-01T03:00:00+00:00,1.291693,1.296531,1.289886,1.293585,2090.75
2024-01-01T03:15:00+00:00,1.293585,1.298482,1.291693,1.29546,2063.35
2024-01-01T03:30:00+00:00,1.29546,1.300417,1.293506,1.297334,2018.37
2024-01-01T03:45:00+00:00,1.297334,1.302355,1.295343,1.299225,1956.71
2024-01-01T04:00:00+00:00,1.299225,1.304317,1.297225,1.301155,1879.63
2024-01-01T04:15:00+00:00,1.301155,1.306323,1.299174,1.303144,1788.71
2024-01-01T04:30:00+00:00,1.303144,1.308394,1.30121,1.305213,1685.79
2024-01-01T04:45:00+00:00,1.305213,1.310545,1.303351,1.307378,1572.98
2024-01-01T05:00:00+00:00,1.307378,1.31279,1.30561,1.309651,1452.57
2024-01-01T05:15:00+00:00,1.309651,1.315133,1.307995,1.312039,1327.01
2024-01-01T05:30:00+00:00,1.312039,1.317575,1.310509,1.314539,1198.86
2024-01-01T05:45:00+00:00,1.314539,1.320107,1.313145,1.317144,1070.74
2024-01-01T06:00:00+00:00,1.317144,1.322713,1.315765,1.319837,945.25
2024-01-01T06:15:00+00:00,1.319837,1.32537,1.318315,1.322593,824.95
2024-01-01T06:30:00+00:00,1.322593,1.328043,1.320935,1.325378,712.29
2024-01-01T06:45:00+00:00,1.325378,1.330694,1.323598,1.328153,609.57
2024-01-01T07:00:00+00:00,1.328153,1.333276,1.326268,1.330869,518.88
2024-01-01T07:15:00+00:00,1.330869,1.335739,1.328902,1.333476,442.06
2024-01-01T07:30:00+00:00,1.333476,1.338027,1.331451,1.335917,380.69
2024-01-01T07:45:00+00:00,1.335917,1.340084,1.333862,1.338134,336.01
2024-01-01T08:00:00+00:00,1.338134,1.341855,1.336078,1.34007,308.93
2024-01-01T08:15:00+00:00,1.34007,1.343284,1.338042,1.34167,300.0
2024-01-01T08:30:00+00:00,1.34167,1.344324,1.339698,1.342883,309.41
2024-01-01T08:45:00+00:00,1.342883,1.345086,1.340993,1.343664,336.97
2024-01-01T09:00:00+00:00,1.343664,1.345575,1.341879,1.343978,382.11
2024-01-01T09:15:00+00:00,1.343978,1.345748,1.342136,1.343798,443.91
2024-01-01T09:30:00+00:00,1.343798,1.345738,1.341584,1.343109,521.11
2024-01-01T09:45:00+00:00,1.343109,1.345213,1.340527,1.341908,612.15
2024-01-01T10:00:00+00:00,1.341908,1.344167,1.338757,1.340203,715.17
2024-01-01T10:15:00+00:00,1.340203,1.34261,1.336433,1.338016,828.06
2024-01-01T10:30:00+00:00,1.338016,1.34056,1.33367,1.33538,948.53
2024-01-01T10:45:00+00:00,1.33538,1.33805,1.330518,1.332339,1074.12
2024-01-01T11:00:00+00:00,1.332339,1.335123,1.327035,1.328946,1202.28
2024-01-01T11:15:00+00:00,1.328946,1.331831,1.323286,1.325263,1330.39
2024-01-01T11:30:00+00:00,1.325263,1.328235,1.31934,1.321357,1455.84
2024-01-01T11:45:00+00:00,1.321357,1.324401,1.31527,1.317299,1576.08
2024-01-01T12:00:00+00:00,1.317299,1.320399,1.311149,1.31316,1688.66
2024-01-01T12:15:00+00:00,1.31316,1.316302,1.307047,1.309013,1791.29
2024-01-01T12:30:00+00:00,1.309013,1.312181,1.303031,1.304927,1881.87
2024-01-01T12:45:00+00:00,1.304927,1.308105,1.299162,1.300965,1958.55
2024-01-01T13:00:00+00:00,1.300965,1.304139,1.295496,1.297186,2019.78
2024-01-01T13:15:00+00:00,1.297186,1.300341,1.292078,1.293641,2064.31
2024-01-01T13:30:00+00:00,1.293641,1.296761,1.288944,1.290369,2091.23
2024-01-01T13:45:00+00:00,1.290369,1.293442,1.286114,1.287405,2100.0
2024-01-01T14:00:00+00:00,1.287405,1.290415,1.283343,1.284769,2090.42
2024-01-01T14:15:00+00:00,1.284769,1.287704,1.280919,1.282474,2062.71
2024-01-01T14:30:00+00:00,1.282474,1.285321,1.278849,1.280523,2017.42
2024-01-01T14:45:00+00:00,1.280523,1.28327,1.277132,1.278909,1955.47
2024-01-01T15:00:00+00:00,1.278909,1.281545,1.275758,1.277618,1878.14
2024-01-01T15:15:00+00:00,1.277618,1.280133,1.274709,1.276629,1786.99
2024-01-01T15:30:00+00:00,1.276629,1.279014,1.27396,1.275916,1683.88
2024-01-01T15:45:00+00:00,1.275916,1.278161,1.273484,1.275447,1570.91
2024-01-01T16:00:00+00:00,1.275447,1.277547,1.273246,1.275192,1450.38
2024-01-01T16:15:00+00:00,1.275192,1.277138,1.273215,1.275115,1324.75
2024-01-01T16:30:00+00:00,1.275115,1.276973,1.273285,1.275184,1196.59
2024-01-01T16:45:00+00:00,1.275184,1.276997,1.273446,1.275371,1068.49
2024-01-01T17:00:00+00:00,1.275371,1.27711,1.273743,1.275649,943.07
2024-01-01T17:15:00+00:00,1.275649,1.277292,1.274145,1.275996,822.88
2024-01-01T17:30:00+00:00,1.275996,1.277824,1.274626,1.276399,710.38
2024-01-01T17:45:00+00:00,1.276399,1.27844,1.27508,1.27685,607.85
2024-01-01T18:00:00+00:00,1.27685,1.2791,1.275394,1.277346,517.39
2024-01-01T18:15:00+00:00,1.277346,1.279807,1.27576,1.277893,440.84
2024-01-01T18:30:00+00:00,1.277893,1.280572,1.27619,1.278503,379.75
2024-01-01T18:45:00+00:00,1.278503,1.281411,1.2767,1.279193,335.37
2024-01-01T19:00:00+00:00,1.279193,1.282345,1.27731,1.279986,308.61
2024-01-01T19:15:00+00:00,1.279986,1.283399,1.278047,1.280906,300.01
2024-01-01T19:30:00+00:00,1.280906,1.284598,1.278937,1.281982,309.74
2024-01-01T19:45:00+00:00,1.281982,1.285969,1.28001,1.28324,337.62
2024-01-01T20:00:00+00:00,1.28324,1.287539,1.281293,1.284708,383.06
2024-01-01T20:15:00+00:00,1.284708,1.28933,1.282812,1.286409,445.15
2024-01-01T20:30:00+00:00,1.286409,1.29136,1.284588,1.288362,522.61
2024-01-01T20:45:00+00:00,1.288362,1.293641,1.286637,1.29058,613.88
2024-01-01T21:00:00+00:00,1.29058,1.296181,1.288969,1.293069,717.08
2024-01-01T21:15:00+00:00,1.293069,1.298975,1.291584,1.295828,830.13
2024-01-01T21:30:00+00:00,1.295828,1.302012,1.294477,1.298844,950.71
2024-01-01T21:45:00+00:00,1.298844,1.305272,1.29746,1.302098,1076.37
2024-01-01T22:00:00+00:00,1.302098,1.308725,1.300574,1.30556,1204.55
