timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,1.09,1.091908,1.08842,1.090818,1200.0
2024-01-02T00:00:00+00:00,1.090818,1.093028,1.089246,1.091817,1328.13
2024-01-03T00:00:00+00:00,1.091817,1.094297,1.090273,1.092966,1453.66
2024-01-04T00:00:00+00:00,1.092966,1.09568,1.091468,1.094232,1574.01
2024-01-05T00:00:00+00:00,1.094232,1.097145,1.092794,1.095582,1686.75
2024-01-06T00:00:00+00:00,1.095582,1.098663,1.09422,1.096988,1789.57
2024-01-07T00:00:00+00:00,1.096988,1.100207,1.095712,1.098424,1880.38
2024-01-08T00:00:00+00:00,1.098424,1.101754,1.097242,1.09987,1957.32
2024-01-09T00:00:00+00:00,1.09987,1.103288,1.098756,1.101308,2018.84
2024-01-10T00:00:00+00:00,1.101308,1.104797,1.100094,1.102728,2063.67
2024-01-11T00:00:00+00:00,1.102728,1.106274,1.101419,1.104124,2090.91
2024-01-12T00:00:00+00:00,1.104124,1.107717,1.102728,1.105495,2100.0
2024-01-13T00:00:00+00:00,1.105495,1.10913,1.104023,1.106845,2090.75
2024-01-14T00:00:00+00:00,1.106845,1.11052,1.105311,1.108182,2063.35
2024-01-15T00:00:00+00:00,1.108182,1.1119,1.106604,1.109517,2018.37
2024-01-16T00:00:00+00:00,1.109517,1.11328,1.107913,1.110865,1956.71
2024-01-17T00:00:00+00:00,1.110865,1.114678,1.109255,1.11224,1879.63
2024-01-18T00:00:00+00:00,1.11224,1.116107,1.110644,1.113657,1788.71
2024-01-19T00:00:00+00:00,1.113657,1.117581,1.112094,1.115131,1685.79
2024-01-20T00:00:00+00:00,1.115131,1.119113,1.113619,1.116672,1572.98
2024-01-21T00:00:00+00:00,1.116672,1.12071,1.115227,1.11829,1452.57
2024-01-22T00:00:00+00:00,1.11829,1.122377,1.116925,1.119989,1327.01
2024-01-23T00:00:00+00:00,1.119989,1.124113,1.118714,1.121768,1198.86
2024-01-24T00:00:00+00:00,1.121768,1.125914,1.120589,1.12362,1070.74
2024-01-25T00:00:00+00:00,1.12362,1.127766,1.122452,1.125534,945.25
