timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,149.0,149.305606,148.75713,149.15645,1200.0
2024-01-01T00:05:00+00:00,149.15645,149.519983,148.915198,149.347857,1328.13
2024-01-01T00:10:00+00:00,149.347857,149.76291,149.111848,149.567907,1453.66
2024-01-01T00:15:00+00:00,149.567907,150.027931,149.34057,149.810328,1574.01
2024-01-01T00:20:00+00:00,149.810328,150.308856,149.594762,150.069115,1686.75
2024-01-01T00:25:00+00:00,150.069115,150.59997,149.867964,150.33874,1789.57
2024-01-01T00:30:00+00:00,150.33874,150.89622,150.154081,150.614331,1880.38
2024-01-01T00:35:00+00:00,150.614331,151.193367,150.447589,150.891828,1957.32
2024-01-01T00:40:00+00:00,150.891828,151.488103,150.73816,151.168092,2018.84
2024-01-01T00:45:00+00:00,151.168092,151.77812,150.995286,151.440976,2063.67
2024-01-01T00:50:00+00:00,151.440976,152.062133,151.249832,151.709344,2090.91
2024-01-01T00:55:00+00:00,151.709344,152.339857,151.501387,151.973044,2100.0
2024-01-01T01:00:00+00:00,151.973044,152.611933,151.750471,152.232837,2090.75
2024-01-01T01:05:00+00:00,152.232837,152.879814,151.998423,152.490278,2063.35
2024-01-01T01:10:00+00:00,152.490278,153.145608,152.247269,152.74756,2018.37
2024-01-01T01:15:00+00:00,152.74756,153.411892,152.499544,153.007328,1956.71
2024-01-01T01:20:00+00:00,153.007328,153.681506,152.758091,153.272473,1879.63
2024-01-01T01:25:00+00:00,153.272473,153.957326,153.025845,153.545906,1788.71
2024-01-01T01:30:00+00:00,153.545906,154.242042,153.305613,153.830332,1685.79
2024-01-01T01:35:00+00:00,153.830332,154.537936,153.599847,154.128036,1572.98
2024-01-01T01:40:00+00:00,154.128036,154.846676,153.910439,154.440674,1452.57
2024-01-01T01:45:00+00:00,154.440674,155.169141,154.238532,154.769097,1327.01
2024-01-01T01:50:00+00:00,154.769097,155.505267,154.584361,155.1132,1198.86
2024-01-01T01:55:00+00:00,155.1132,155.853943,154.947127,155.471818,1070.74
2024-01-01T02:00:00+00:00,155.471818,156.212943,155.307776,155.842657,945.25
2024-01-01T02:05:00+00:00,155.842657,156.578908,155.658964,156.222277,824.95
2024-01-01T02:10:00+00:00,156.222277,156.947378,156.019943,156.606123,712.29
2024-01-01T02:15:00+00:00,156.606123,157.312878,156.386897,156.98861,609.57
2024-01-01T02:20:00+00:00,156.98861,157.669042,156.754915,157.363248,518.88
2024-01-01T02:25:00+00:00,157.363248,158.008799,157.118096,157.722826,442.06
2024-01-01T02:30:00+00:00,157.722826,158.32458,157.469696,158.059622,380.69
2024-01-01T02:35:00+00:00,158.059622,158.608578,157.802329,158.36566,336.01
2024-01-01T02:40:00+00:00,158.36566,158.85302,158.108204,158.632981,308.93
2024-01-01T02:45:00+00:00,158.632981,159.050453,158.379383,158.853938,300.0
2024-01-01T02:50:00+00:00,158.853938,159.19404,158.608076,159.021484,309.41
2024-01-01T02:55:00+00:00,159.021484,159.29934,158.786934,159.129459,336.97
2024-01-01T03:00:00+00:00,159.129459,159.366984,158.909342,159.172845,382.11
2024-01-01T03:05:00+00:00,159.172845,159.390908,158.944872,159.14799,443.91
2024-01-01T03:10:00+00:00,159.14799,159.389452,158.868556,159.052786,521.11
2024-01-01T03:15:00+00:00,159.052786,159.316844,158.722499,158.886787,612.15
2024-01-01T03:20:00+00:00,158.886787,159.17242,158.478075,158.651269,715.17
2024-01-01T03:25:00+00:00,158.651269,158.957252,158.157037,158.34922,828.06
2024-01-01T03:30:00+00:00,158.34922,158.674138,157.775594,157.985264,948.53
2024-01-01T03:35:00+00:00,157.985264,158.327537,157.340589,157.565529,1074.12
2024-01-01T03:40:00+00:00,157.565529,157.923428,156.860077,157.09745,1202.28
2024-01-01T03:45:00+00:00,157.09745,157.469122,156.343059,156.589532,1330.39
2024-01-01T03:50:00+00:00,156.589532,156.973025,155.799188,156.051078,1455.84
2024-01-01T03:55:00+00:00,156.051078,156.444362,155.238465,155.491887,1576.08
2024-01-01T04:00:00+00:00,155.491887,155.892879,154.670924,154.921953,1688.66
2024-01-01T04:05:00+00:00,154.921953,155.328539,154.106333,154.35116,1791.29
2024-01-01T04:10:00+00:00,154.35116,154.761217,153.553914,153.788998,1881.87
2024-01-01T04:15:00+00:00,153.788998,154.200406,153.022092,153.244294,1958.55
2024-01-01T04:20:00+00:00,153.244294,153.65496,152.51829,152.724991,2019.78
2024-01-01T04:25:00+00:00,152.724991,153.13286,152.048763,152.237959,2064.31
2024-01-01T04:30:00+00:00,152.237959,152.641025,151.618477,151.788849,2091.23
2024-01-01T04:35:00+00:00,151.788849,152.185169,151.230199,151.382003,2100.0
2024-01-01T04:40:00+00:00,151.382003,151.769704,150.850071,151.020406,2090.42
2024-01-01T04:45:00+00:00,151.020406,151.397695,150.517622,150.705687,2062.71
2024-01-01T04:50:00+00:00,150.705687,151.07086,150.23387,150.438168,2017.42
2024-01-01T04:55:00+00:00,150.438168,150.789615,149.998558,150.216954,1955.47
2024-01-01T05:00:00+00:00,150.216954,150.553167,149.810255,150.04006,1878.14
